respondent_id,timestamp,department,systems_used,efficiency,practices,storage_cost_share_pct,automation_level,budget_deviation_pct,maturity_level,key_metrics
783,2025-10-21 10:00:00,Аналитика / Data Science,Другое,умеренно,Мониторинг использования ресурсов,27.7,частично автоматизировано,15.8,установленные процессы,Cost per analytic job
784,2025-10-19 22:00:00,IT / Инфраструктура,Другое,максимально эффективно,Регулярный аудит неиспользуемых данных,34.7,частично автоматизировано,18.1,установленные процессы,Retention days / % архивируемых данных
785,2025-10-05 03:00:00,Аналитика / Data Science,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Не применяются,29.8,полностью вручную,17.6,начальный уровень,Процент автоматизации отчётности
786,2025-10-14 07:00:00,IT / Инфраструктура,Гибридные (облако + локально),умеренно,Не применяются,14.4,полностью автоматизировано,22.8,развивающийся,Процент автоматизации отчётности
787,2025-10-22 18:00:00,IT / Инфраструктура,Локальные (on-premise) решения,скорее неэффективно,Автоматическое масштабирование,41.4,в основном автоматизировано,20.3,установленные процессы,Cost per GB хранения
788,2025-10-06 15:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",максимально эффективно,Мониторинг использования ресурсов,40.4,частично вручную,16.6,начальный уровень,Cost per analytic job
789,2025-10-17 05:00:00,Разработка / Продукты,Другое,умеренно,Централизация отчётности,14.3,в основном автоматизировано,-22.6,развивающийся,SLA penalties / downtime cost; Cost target 1.15 ₽/GB
790,2025-10-06 08:00:00,IT / Инфраструктура,Озеро данных (Data Lake),эффективно,Регулярный аудит неиспользуемых данных,33,полностью автоматизировано,-4.6,установленные процессы,Retention days / % архивируемых данных
791,2025-10-23 14:00:00,Другое,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Автоматическое масштабирование,29.6,частично автоматизировано,16.3,высокий уровень зрелости,Cost per dataset
792,2025-10-03 11:00:00,Финансы / Контроллинг,Другое,эффективно,Не применяются,19.9,полностью вручную,14.1,установленные процессы,Query cost per user
793,2025-10-02 07:00:00,Разработка / Продукты,Гибридные (облако + локально),неэффективно,Централизация отчётности,32.5,полностью вручную,14.7,развивающийся,Retention days / % архивируемых данных
794,2025-10-10 12:00:00,Аналитика / Data Science,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Контроль вычислительных мощностей,34,частично автоматизировано,-0.8,начальный уровень,Query cost per user; Cost target 0.6 ₽/GB
795,2025-10-05 00:00:00,Финансы / Контроллинг,Гибридные (облако + локально),эффективно,FinOps-подход,26.7,частично автоматизировано,1.2,установленные процессы,Процент автоматизации отчётности
796,2025-10-23 07:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),умеренно,Не применяются,34.1,частично автоматизировано,22.5,установленные процессы,SLA penalties / downtime cost
797,2025-10-05 10:00:00,Операции / Бизнес-подразделение,Другое,эффективно,Не применяются,23.8,полностью автоматизировано,11.6,установленные процессы,Storage utilization %
798,2025-10-05 18:00:00,Аналитика / Data Science,"BI-платформы (DataLens, Power BI, Tableau)",максимально эффективно,Регулярный аудит неиспользуемых данных,0,в основном автоматизировано,18.8,развивающийся,Cost per dataset
799,2025-10-06 09:00:00,Разработка / Продукты,Озеро данных (Data Lake),скорее неэффективно,Мониторинг использования ресурсов,42.6,полностью автоматизировано,12.3,начальный уровень,Стоимость вычислительного часа (vCPU-hour)
800,2025-10-25 14:00:00,IT / Инфраструктура,Гибридные (облако + локально),эффективно,Централизация отчётности,45.8,частично вручную,12.3,развивающийся,Стоимость лицензий BI
801,2025-10-20 10:00:00,Разработка / Продукты,Локальные (on-premise) решения,максимально эффективно,Контроль вычислительных мощностей,20.5,частично автоматизировано,21.4,системный подход,Стоимость лицензий BI
802,2025-10-26 07:00:00,Аналитика / Data Science,Другое,умеренно,Регулярный аудит неиспользуемых данных,30.7,полностью автоматизировано,6.8,установленные процессы,SLA penalties / downtime cost
803,2025-10-15 14:00:00,Разработка / Продукты,"BI-платформы (DataLens, Power BI, Tableau)",неэффективно,Не применяются,37.7,полностью автоматизировано,13,системный подход,SLA penalties / downtime cost
804,2025-10-03 10:00:00,Разработка / Продукты,Озеро данных (Data Lake),скорее неэффективно,Автоматическое масштабирование,36,полностью автоматизировано,7.4,системный подход,Retention days / % архивируемых данных
805,2025-10-02 19:00:00,Аналитика / Data Science,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,FinOps-подход,29.7,в основном автоматизировано,7.7,развивающийся,Retention days / % архивируемых данных
806,2025-10-22 13:00:00,Разработка / Продукты,"Облачные решения (Yandex Cloud, AWS, GCP)",максимально эффективно,Централизация отчётности,25.1,полностью автоматизировано,8.9,развивающийся,Cost per GB хранения
807,2025-10-06 01:00:00,Аналитика / Data Science,Другое,скорее неэффективно,Автоматическое масштабирование,39.2,в основном автоматизировано,14.2,установленные процессы,SLA penalties / downtime cost
808,2025-10-06 22:00:00,IT / Инфраструктура,Озеро данных (Data Lake),умеренно,Не применяются,34.3,частично вручную,7.2,установленные процессы,Процент автоматизации отчётности
809,2025-10-24 23:00:00,Аналитика / Data Science,Другое,эффективно,Не применяются,47.4,полностью вручную,24.6,установленные процессы,Storage utilization %
810,2025-10-17 23:00:00,Операции / Бизнес-подразделение,Другое,умеренно,Автоматическое масштабирование,31.1,полностью автоматизировано,3.1,установленные процессы,SLA penalties / downtime cost
811,2025-10-25 05:00:00,IT / Инфраструктура,Озеро данных (Data Lake),максимально эффективно,Не применяются,37.7,полностью вручную,10.1,высокий уровень зрелости,Cost per analytic job
812,2025-10-04 22:00:00,Разработка / Продукты,Локальные (on-premise) решения,умеренно,Автоматическое масштабирование,37.8,в основном автоматизировано,30.4,начальный уровень,Query cost per user
813,2025-10-18 19:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),умеренно,Централизация отчётности,22.5,в основном автоматизировано,26.5,развивающийся,Cost per analytic job
814,2025-10-26 03:00:00,IT / Инфраструктура,Озеро данных (Data Lake),умеренно,Не применяются,40,в основном автоматизировано,14,системный подход,Стоимость вычислительного часа (vCPU-hour)
815,2025-10-14 06:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Регулярный аудит неиспользуемых данных,43.2,в основном автоматизировано,22.3,установленные процессы,Cost per GB хранения
816,2025-10-21 22:00:00,IT / Инфраструктура,Озеро данных (Data Lake),эффективно,Мониторинг использования ресурсов,40.1,частично автоматизировано,-2.9,высокий уровень зрелости,Стоимость лицензий BI
817,2025-10-01 13:00:00,Разработка / Продукты,Озеро данных (Data Lake),неэффективно,Централизация отчётности,32.4,в основном автоматизировано,14.7,высокий уровень зрелости,Cost per analytic job
818,2025-10-14 07:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,Централизация отчётности,18.3,в основном автоматизировано,20.9,установленные процессы,Egress/Network cost per TB
819,2025-10-11 16:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),скорее неэффективно,FinOps-подход,27.4,частично автоматизировано,12.8,установленные процессы,Egress/Network cost per TB
820,2025-10-18 05:00:00,IT / Инфраструктура,Локальные (on-premise) решения,скорее неэффективно,Не применяются,32,частично вручную,22.7,установленные процессы,SLA penalties / downtime cost
821,2025-10-01 23:00:00,Руководство / Менеджмент,Локальные (on-premise) решения,скорее неэффективно,Мониторинг использования ресурсов,17,полностью вручную,6.8,высокий уровень зрелости,Стоимость вычислительного часа (vCPU-hour)
822,2025-10-24 12:00:00,Разработка / Продукты,Озеро данных (Data Lake),эффективно,Не применяются,35.4,частично вручную,26.1,развивающийся,Процент автоматизации отчётности
823,2025-10-05 09:00:00,Разработка / Продукты,Другое,скорее неэффективно,Мониторинг использования ресурсов,42.9,в основном автоматизировано,35,установленные процессы,Cost per dataset
847,2025-10-08 02:00:00,IT / Инфраструктура,Гибридные (облако + локально),умеренно,Регулярный аудит неиспользуемых данных,25.2,частично вручную,14.9,развивающийся,Cost per GB хранения
824,2025-10-16 20:00:00,Аналитика / Data Science,Локальные (on-premise) решения,скорее неэффективно,Регулярный аудит неиспользуемых данных,24.4,полностью автоматизировано,8.4,развивающийся,Cost per GB хранения
825,2025-10-02 03:00:00,IT / Инфраструктура,Другое,умеренно,Централизация отчётности,22.7,частично автоматизировано,7.5,системный подход,SLA penalties / downtime cost
826,2025-10-01 17:00:00,Другое,Гибридные (облако + локально),умеренно,Контроль вычислительных мощностей,21.9,полностью вручную,26.5,развивающийся,Стоимость вычислительного часа (vCPU-hour)
827,2025-10-16 06:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Автоматическое масштабирование,33.3,частично автоматизировано,27.8,системный подход,Egress/Network cost per TB
828,2025-10-09 05:00:00,Другое,Гибридные (облако + локально),эффективно,FinOps-подход,26.3,в основном автоматизировано,6.8,установленные процессы,Cost per analytic job
829,2025-10-14 19:00:00,IT / Инфраструктура,Другое,умеренно,Регулярный аудит неиспользуемых данных,44.2,частично вручную,7.8,системный подход,Cost per analytic job
830,2025-10-02 16:00:00,Разработка / Продукты,Гибридные (облако + локально),эффективно,Контроль вычислительных мощностей,40.7,частично вручную,9.2,системный подход,Стоимость вычислительного часа (vCPU-hour)
831,2025-10-12 07:00:00,Аналитика / Data Science,Озеро данных (Data Lake),умеренно,Не применяются,47.6,частично автоматизировано,-1.4,системный подход,Cost per analytic job
832,2025-10-19 10:00:00,IT / Инфраструктура,Другое,умеренно,Автоматическое масштабирование,12.9,частично вручную,2.8,начальный уровень,Storage utilization %
833,2025-10-21 13:00:00,Операции / Бизнес-подразделение,"BI-платформы (DataLens, Power BI, Tableau)",скорее неэффективно,Централизация отчётности,20.2,частично автоматизировано,2,системный подход,SLA penalties / downtime cost
834,2025-10-04 14:00:00,Разработка / Продукты,Озеро данных (Data Lake),умеренно,Централизация отчётности,22.7,полностью вручную,4.3,начальный уровень,Query cost per user
835,2025-10-13 01:00:00,IT / Инфраструктура,Гибридные (облако + локально),эффективно,Автоматическое масштабирование,22.7,полностью автоматизировано,11.7,высокий уровень зрелости,Query cost per user
836,2025-10-12 12:00:00,Операции / Бизнес-подразделение,"BI-платформы (DataLens, Power BI, Tableau)",неэффективно,FinOps-подход,65.5,полностью вручную,14.3,системный подход,Query cost per user
837,2025-10-04 00:00:00,IT / Инфраструктура,Гибридные (облако + локально),умеренно,Мониторинг использования ресурсов,17.9,полностью автоматизировано,27.5,развивающийся,Storage utilization %
838,2025-10-18 00:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,Централизация отчётности,39.6,в основном автоматизировано,2,начальный уровень,Storage utilization %
839,2025-10-06 04:00:00,Руководство / Менеджмент,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Не применяются,33,частично автоматизировано,21.8,системный подход,Cost per analytic job
840,2025-10-04 16:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,Не применяются,30.8,в основном автоматизировано,9.9,системный подход,SLA penalties / downtime cost
841,2025-10-08 21:00:00,Финансы / Контроллинг,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Регулярный аудит неиспользуемых данных,38.7,частично вручную,11.5,развивающийся,Стоимость вычислительного часа (vCPU-hour)
842,2025-10-04 10:00:00,Разработка / Продукты,Локальные (on-premise) решения,эффективно,Мониторинг использования ресурсов,28.7,полностью вручную,-37.5,установленные процессы,Cost per analytic job
843,2025-10-12 12:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Контроль вычислительных мощностей,40.6,частично автоматизировано,0.8,установленные процессы,Egress/Network cost per TB
844,2025-10-05 14:00:00,Другое,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Не применяются,16.9,полностью вручную,15.8,системный подход,Cost per dataset
845,2025-10-05 12:00:00,Операции / Бизнес-подразделение,Другое,скорее неэффективно,Мониторинг использования ресурсов,87.7,частично автоматизировано,13.7,установленные процессы,Storage utilization %
846,2025-10-07 12:00:00,Финансы / Контроллинг,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Регулярный аудит неиспользуемых данных,26,полностью вручную,16.9,системный подход,Cost per analytic job
848,2025-10-06 06:00:00,Финансы / Контроллинг,Гибридные (облако + локально),умеренно,Контроль вычислительных мощностей,29.4,частично автоматизировано,36.6,развивающийся,Query cost per user
849,2025-10-22 02:00:00,Аналитика / Data Science,Гибридные (облако + локально),эффективно,Централизация отчётности,29.6,в основном автоматизировано,5.6,установленные процессы,Retention days / % архивируемых данных
850,2025-10-06 21:00:00,IT / Инфраструктура,Гибридные (облако + локально),максимально эффективно,Автоматическое масштабирование,25.6,в основном автоматизировано,6.7,начальный уровень,Query cost per user
851,2025-10-17 16:00:00,Разработка / Продукты,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Регулярный аудит неиспользуемых данных,20,частично вручную,5.8,установленные процессы,Query cost per user
852,2025-10-16 08:00:00,IT / Инфраструктура,Локальные (on-premise) решения,эффективно,Мониторинг использования ресурсов,24.2,в основном автоматизировано,6.4,системный подход,Процент автоматизации отчётности
853,2025-10-17 23:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Централизация отчётности,24.8,полностью автоматизировано,5.6,установленные процессы,Стоимость вычислительного часа (vCPU-hour)
854,2025-10-14 11:00:00,Разработка / Продукты,Локальные (on-premise) решения,максимально эффективно,Не применяются,9.6,полностью автоматизировано,23.9,начальный уровень,Cost per dataset
855,2025-10-22 11:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,Регулярный аудит неиспользуемых данных,13.3,в основном автоматизировано,26.2,установленные процессы,Процент автоматизации отчётности
856,2025-10-26 14:00:00,Операции / Бизнес-подразделение,Озеро данных (Data Lake),эффективно,Централизация отчётности,10.1,полностью вручную,6.3,установленные процессы,Cost per dataset
857,2025-10-16 09:00:00,Финансы / Контроллинг,Гибридные (облако + локально),умеренно,Мониторинг использования ресурсов,14.8,частично вручную,3.7,установленные процессы,SLA penalties / downtime cost
858,2025-10-22 00:00:00,IT / Инфраструктура,Гибридные (облако + локально),неэффективно,Мониторинг использования ресурсов,30.1,полностью автоматизировано,16.7,установленные процессы,Cost per GB хранения
859,2025-10-07 13:00:00,IT / Инфраструктура,Локальные (on-premise) решения,умеренно,Централизация отчётности,32.6,в основном автоматизировано,6.5,системный подход,Egress/Network cost per TB
860,2025-10-04 08:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Мониторинг использования ресурсов,18.5,частично автоматизировано,18.3,установленные процессы,Cost per analytic job
861,2025-10-10 09:00:00,Руководство / Менеджмент,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Контроль вычислительных мощностей,11.2,частично вручную,14,развивающийся,Cost per analytic job
862,2025-10-23 10:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",максимально эффективно,Регулярный аудит неиспользуемых данных,38,частично автоматизировано,-3.2,установленные процессы,Egress/Network cost per TB
863,2025-10-05 19:00:00,Финансы / Контроллинг,Другое,эффективно,Регулярный аудит неиспользуемых данных,23.2,частично автоматизировано,27.5,начальный уровень,Cost per analytic job
864,2025-10-22 00:00:00,Руководство / Менеджмент,Локальные (on-premise) решения,эффективно,Централизация отчётности,38.9,в основном автоматизировано,30,развивающийся,Cost per analytic job
865,2025-10-11 01:00:00,Финансы / Контроллинг,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Мониторинг использования ресурсов,36.8,частично вручную,5.9,системный подход,Cost per dataset
866,2025-10-22 20:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,FinOps-подход,34,в основном автоматизировано,8.1,установленные процессы,Стоимость лицензий BI
867,2025-10-17 03:00:00,Операции / Бизнес-подразделение,Гибридные (облако + локально),эффективно,FinOps-подход,31.1,в основном автоматизировано,14.9,начальный уровень,Cost per dataset
868,2025-10-08 17:00:00,IT / Инфраструктура,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Не применяются,29.9,частично автоматизировано,15.3,развивающийся,Стоимость лицензий BI
869,2025-10-24 22:00:00,Аналитика / Data Science,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Не применяются,27.2,полностью вручную,18.6,системный подход,Retention days / % архивируемых данных
870,2025-10-26 03:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),умеренно,Централизация отчётности,25.7,полностью автоматизировано,32.1,системный подход,Cost per analytic job
871,2025-10-05 14:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),скорее неэффективно,Централизация отчётности,43.9,полностью вручную,10.2,системный подход,Стоимость лицензий BI; Cost target 1.37 ₽/GB
872,2025-10-03 05:00:00,Операции / Бизнес-подразделение,Озеро данных (Data Lake),умеренно,Автоматическое масштабирование,33.4,полностью автоматизировано,4,установленные процессы,Процент автоматизации отчётности
873,2025-10-21 15:00:00,Разработка / Продукты,Гибридные (облако + локально),эффективно,Контроль вычислительных мощностей,21.6,частично автоматизировано,-1.8,установленные процессы,Cost per analytic job
874,2025-10-19 18:00:00,Аналитика / Data Science,Озеро данных (Data Lake),эффективно,Автоматическое масштабирование,43.4,полностью автоматизировано,4.7,установленные процессы,Egress/Network cost per TB
875,2025-10-08 23:00:00,Аналитика / Data Science,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Мониторинг использования ресурсов,48.8,полностью вручную,11.7,высокий уровень зрелости,Стоимость лицензий BI
876,2025-10-04 01:00:00,Разработка / Продукты,"Облачные решения (Yandex Cloud, AWS, GCP)",максимально эффективно,Автоматическое масштабирование,35.4,частично автоматизировано,29.9,высокий уровень зрелости,Cost per GB хранения
877,2025-10-07 06:00:00,Операции / Бизнес-подразделение,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Централизация отчётности,15,частично автоматизировано,6.8,установленные процессы,SLA penalties / downtime cost
878,2025-10-01 20:00:00,Аналитика / Data Science,Озеро данных (Data Lake),эффективно,Автоматическое масштабирование,18.1,частично вручную,14.2,системный подход,Retention days / % архивируемых данных
879,2025-10-24 20:00:00,Другое,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Не применяются,30.7,в основном автоматизировано,11.8,установленные процессы,SLA penalties / downtime cost
880,2025-10-15 13:00:00,Финансы / Контроллинг,Локальные (on-premise) решения,эффективно,Контроль вычислительных мощностей,30.8,в основном автоматизировано,23.9,системный подход,Egress/Network cost per TB
881,2025-10-10 08:00:00,Разработка / Продукты,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Автоматическое масштабирование,31.7,частично вручную,37.3,установленные процессы,Retention days / % архивируемых данных
882,2025-10-17 09:00:00,Аналитика / Data Science,Гибридные (облако + локально),скорее неэффективно,Не применяются,21.8,частично автоматизировано,6.7,развивающийся,Процент автоматизации отчётности
883,2025-10-25 01:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Мониторинг использования ресурсов,9.6,в основном автоматизировано,7.1,установленные процессы,Retention days / % архивируемых данных
884,2025-10-19 19:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Централизация отчётности,18.3,в основном автоматизировано,22.4,развивающийся,Стоимость вычислительного часа (vCPU-hour)
885,2025-10-04 01:00:00,Разработка / Продукты,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Мониторинг использования ресурсов,42.8,полностью вручную,18.8,высокий уровень зрелости,Query cost per user
886,2025-10-07 17:00:00,Финансы / Контроллинг,Локальные (on-premise) решения,эффективно,Регулярный аудит неиспользуемых данных,25.8,в основном автоматизировано,30.5,развивающийся,Cost per GB хранения; Cost target 1.19 ₽/GB
887,2025-10-15 03:00:00,Разработка / Продукты,Озеро данных (Data Lake),эффективно,FinOps-подход,41.4,частично автоматизировано,17.8,системный подход,Процент автоматизации отчётности
888,2025-10-25 17:00:00,Операции / Бизнес-подразделение,Гибридные (облако + локально),умеренно,Централизация отчётности,31.3,полностью вручную,8.4,установленные процессы,Retention days / % архивируемых данных
889,2025-10-10 04:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",максимально эффективно,Автоматическое масштабирование,31.5,частично вручную,17.9,установленные процессы,SLA penalties / downtime cost
890,2025-10-08 14:00:00,Разработка / Продукты,Озеро данных (Data Lake),эффективно,FinOps-подход,26.3,частично автоматизировано,23.1,установленные процессы,Storage utilization %
891,2025-10-23 19:00:00,Разработка / Продукты,Гибридные (облако + локально),эффективно,Централизация отчётности,35.1,частично автоматизировано,20.2,развивающийся,Storage utilization %
892,2025-10-26 04:00:00,Финансы / Контроллинг,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Автоматическое масштабирование,24.5,в основном автоматизировано,17.1,установленные процессы,Стоимость вычислительного часа (vCPU-hour)
893,2025-10-20 12:00:00,IT / Инфраструктура,Локальные (on-premise) решения,эффективно,FinOps-подход,6.4,частично автоматизировано,22.7,установленные процессы,Стоимость вычислительного часа (vCPU-hour)
894,2025-10-18 11:00:00,Финансы / Контроллинг,Озеро данных (Data Lake),умеренно,Мониторинг использования ресурсов,5.4,частично автоматизировано,23.7,установленные процессы,SLA penalties / downtime cost
895,2025-10-14 23:00:00,Руководство / Менеджмент,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Централизация отчётности,49.3,в основном автоматизировано,25.8,установленные процессы,Cost per dataset
896,2025-10-19 23:00:00,Руководство / Менеджмент,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Контроль вычислительных мощностей,19.8,в основном автоматизировано,18.5,системный подход,Процент автоматизации отчётности
897,2025-10-08 17:00:00,Финансы / Контроллинг,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Регулярный аудит неиспользуемых данных,0,полностью автоматизировано,10.3,системный подход,Query cost per user
898,2025-10-22 10:00:00,Аналитика / Data Science,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Контроль вычислительных мощностей,36.4,частично автоматизировано,13.5,системный подход,Cost per dataset; Cost target 0.53 ₽/GB
899,2025-10-03 08:00:00,Операции / Бизнес-подразделение,Локальные (on-premise) решения,умеренно,Мониторинг использования ресурсов,19.6,частично автоматизировано,24.1,развивающийся,Cost per GB хранения
900,2025-10-21 05:00:00,Операции / Бизнес-подразделение,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Мониторинг использования ресурсов,34.1,частично автоматизировано,3.8,развивающийся,Стоимость лицензий BI
901,2025-10-23 08:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Автоматическое масштабирование,32.1,полностью автоматизировано,15.7,начальный уровень,Retention days / % архивируемых данных
902,2025-10-15 03:00:00,Другое,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,Не применяются,31.8,в основном автоматизировано,8.1,развивающийся,Стоимость вычислительного часа (vCPU-hour)
903,2025-10-12 10:00:00,Финансы / Контроллинг,Локальные (on-premise) решения,умеренно,Контроль вычислительных мощностей,17.2,в основном автоматизировано,12.3,развивающийся,Storage utilization %
904,2025-10-26 10:00:00,Другое,Другое,умеренно,Централизация отчётности,43.4,частично вручную,24.8,высокий уровень зрелости,Cost per dataset; Cost target 0.95 ₽/GB
905,2025-10-03 07:00:00,Финансы / Контроллинг,Другое,умеренно,Контроль вычислительных мощностей,24.5,в основном автоматизировано,13.9,развивающийся,SLA penalties / downtime cost
906,2025-10-22 16:00:00,Финансы / Контроллинг,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,FinOps-подход,6.9,в основном автоматизировано,12.5,установленные процессы,Cost per GB хранения
907,2025-10-04 22:00:00,Финансы / Контроллинг,Гибридные (облако + локально),умеренно,Не применяются,10.4,в основном автоматизировано,-1.6,развивающийся,Storage utilization %
908,2025-10-08 14:00:00,IT / Инфраструктура,Другое,максимально эффективно,Регулярный аудит неиспользуемых данных,20,частично автоматизировано,19.5,высокий уровень зрелости,SLA penalties / downtime cost
909,2025-10-10 10:00:00,Разработка / Продукты,Локальные (on-premise) решения,эффективно,Не применяются,52.7,полностью автоматизировано,18.5,системный подход,Cost per dataset
910,2025-10-01 05:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Контроль вычислительных мощностей,28.1,в основном автоматизировано,33.6,системный подход,Egress/Network cost per TB
911,2025-10-17 12:00:00,IT / Инфраструктура,Гибридные (облако + локально),эффективно,FinOps-подход,44.9,полностью вручную,8.9,системный подход,Стоимость вычислительного часа (vCPU-hour)
912,2025-10-20 03:00:00,Руководство / Менеджмент,Гибридные (облако + локально),скорее неэффективно,FinOps-подход,23,в основном автоматизировано,14.2,системный подход,Storage utilization %
913,2025-10-24 18:00:00,Другое,"Облачные решения (Yandex Cloud, AWS, GCP)",скорее неэффективно,Централизация отчётности,50.9,в основном автоматизировано,14.5,системный подход,Egress/Network cost per TB
914,2025-10-24 18:00:00,Руководство / Менеджмент,"BI-платформы (DataLens, Power BI, Tableau)",скорее неэффективно,Мониторинг использования ресурсов,23.2,частично автоматизировано,27.8,установленные процессы,Стоимость лицензий BI
915,2025-10-25 05:00:00,Аналитика / Data Science,"Облачные решения (Yandex Cloud, AWS, GCP)",умеренно,Регулярный аудит неиспользуемых данных,23,в основном автоматизировано,11,установленные процессы,Storage utilization %
916,2025-10-12 09:00:00,Другое,"Облачные решения (Yandex Cloud, AWS, GCP)",эффективно,FinOps-подход,40.8,в основном автоматизировано,14.8,развивающийся,Cost per dataset
917,2025-10-05 03:00:00,IT / Инфраструктура,Гибридные (облако + локально),умеренно,Регулярный аудит неиспользуемых данных,31,частично автоматизировано,18.1,развивающийся,Retention days / % архивируемых данных
918,2025-10-01 11:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",эффективно,Мониторинг использования ресурсов,36,полностью вручную,13.9,установленные процессы,Retention days / % архивируемых данных; Cost target 1.27 ₽/GB
919,2025-10-16 08:00:00,IT / Инфраструктура,"BI-платформы (DataLens, Power BI, Tableau)",умеренно,Регулярный аудит неиспользуемых данных,11.3,частично вручную,7.5,системный подход,Стоимость лицензий BI
920,2025-10-11 05:00:00,IT / Инфраструктура,Локальные (on-premise) решения,максимально эффективно,FinOps-подход,27.5,полностью автоматизировано,13.9,системный подход,Retention days / % архивируемых данных
921,2025-10-18 21:00:00,Финансы / Контроллинг,Гибридные (облако + локально),умеренно,FinOps-подход,12.7,частично автоматизировано,22.7,установленные процессы,Процент автоматизации отчётности
922,2025-10-09 15:00:00,Операции / Бизнес-подразделение,Другое,неэффективно,FinOps-подход,28.6,частично вручную,1.7,системный подход,Retention days / % архивируемых данных
923,2025-10-18 19:00:00,IT / Инфраструктура,Локальные (on-premise) решения,эффективно,Централизация отчётности,39.6,в основном автоматизировано,13.3,развивающийся,Cost per analytic job
924,2025-10-06 09:00:00,IT / Инфраструктура,Локальные (on-premise) решения,неэффективно,FinOps-подход,40.5,частично автоматизировано,5,установленные процессы,Стоимость лицензий BI
925,2025-10-15 10:00:00,Операции / Бизнес-подразделение,Гибридные (облако + локально),эффективно,Регулярный аудит неиспользуемых данных,32.9,частично автоматизировано,24,развивающийся,Query cost per user
926,2025-10-16 15:00:00,IT / Инфраструктура,Озеро данных (Data Lake),скорее неэффективно,Регулярный аудит неиспользуемых данных,20.4,в основном автоматизировано,-3.2,установленные процессы,Egress/Network cost per TB
927,2025-10-13 14:00:00,Разработка / Продукты,Другое,умеренно,Централизация отчётности,29.2,частично автоматизировано,6.4,установленные процессы,SLA penalties / downtime cost
